Código,Tipo,Nombre comercial,Fabricante,F. de registro,Url
F0002538/2026,Enmienda orgánica húmica,FICOSTERRA-G,"HISPANAGAR, S.A.",10/02/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2538
F0002543/2026,Enmienda orgánica Compost,COMPOST CONCA DE BARBERÁ,CONSELL COMARCAL DE LA CONCA DE BARBERÁ,27/01/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2543
F0002544/2025,Abono órgano-mineral PK,BEROMIN PROTEICO,"PRODUCTOS ORGANICOS NATURALES, S.L.",28/12/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2544
F0002548/2026,Abono orgánico NPK de origen animal y vegetal,FERTIPLUS LV 3-3-3,ABONOS ORGANICOS LV SOC. COOP. DE CLM,14/01/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2548
F0002549/2026,Abono órgano-mineral NK líquido,BIOBALANCE,IBERFOL S.L.,28/04/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2549
F0002554/2026,Abono orgánico NK líquido de origen vegetal,EBG FERT MAX,"EUROBIOGLOBAL, S.L.",15/01/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2554
F0002555/2026,Abono orgánico NPK de origen animal y vegetal,ECOPLUS LV 3-3-3,ABONOS ORGANICOS LV SOC. COOP. DE CLM,14/01/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2555
F0002557/2026,Enmienda orgánica Compost,COMPOSTVO VALLES ORIENTAL,CONSORCI PER A LA GESTIÓ DELS RESIDUS DEL VALLÈS ORIENTAL,07/04/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2557
F0002569/2026,Abono orgánico NK líquido de origen vegetal,NUBI COMPLEX,"CROPCLEAN, S.L.",10/02/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2569
F0002570/2026,Enmienda orgánica húmica,ENMIENDA HÚMICA ALGUEVA,"FERTERRA ALGUEVA, S.L.",19/02/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2570
F0002572/2026,Abono órgano-mineral NK líquido,RIZORGANIC,"AGROGENIA, S.L.",07/03/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2572
F0002573/2026,Abono órgano-mineral NPK,FERTINUT 8-4-12,ABONOS ORGANICOS LV SOC. COOP. DE CLM,30/03/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2573
F0002576/2026,Enmienda orgánica húmica,GESEM01,"GESTIÓN MARACANÁ GALICIA, S.L. (GESMAGA, S.L.)",21/04/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2576
F0002579/2026,Abono órgano-mineral NPK,FERTINUT 10-10-10,ABONOS ORGANICOS LV SOC. COOP. DE CLM,30/03/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2579
F0002580/2026,Abono orgánico NP de origen animal,FERTITOL FERTILIZER,"DEFEDER ALCOLEA, S.L.",07/03/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2580
F0002585/2026,Abono órgano-mineral NPK líquido,POWER BLOOM,"GROW SOLUTIONS, S.L.",25/04/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2585
F0002586/2026,Abono órgano-mineral NPK líquido,POWER GROW,"GROW SOLUTIONS, S.L.",30/03/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2586
F0002588/2026,Abono orgánico NK líquido de origen vegetal,PROSAN ORGANIC PLUS,"2013 GRA, S.L.",10/02/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2588
F0002589/2026,Abono orgánico NK líquido de origen vegetal,SAXARUM COMPLEX,ANTONIO FUENTES PEREZ,14/04/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2589
F0002596/2026,Abono orgánico NK líquido de origen vegetal,HUMI-ORGANIC 40,"AGROFERTI TRACTAMENTS I SERVEIS, S.L.",02/03/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2596
F0002602/2026,Abono orgánico NK líquido de origen vegetal,OLE,"ALFA Y OMEGA CONSULTING, S.L.",01/04/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2602
F0002603/2026,Abono orgánico NK líquido de origen vegetal,VITAL BLUE CHUPINAZO,"ALFA Y OMEGA CONSULTING, S.L.",01/04/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2603
F0002604/2026,Abono orgánico nitrogenado de origen vegetal,BIOFENCE,"MIP SYSTEM AGRO, S.L.",12/04/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2604
F0002605/2026,Abono orgánico NPK de origen animal y vegetal,AVIFERTI,"ECOCELTA GALICIA,S.L.",08/04/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2605
F0002606/2026,Abono orgánico NPK de origen animal y vegetal,AVIFERTI + GRANULADO,"ECOCELTA GALICIA,S.L.",22/04/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2606
F0002607/2026,Abono orgánico NPK de origen animal y vegetal,ABONO ORGANICO PELETIZADO,"ECOCELTA GALICIA,S.L.",08/04/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2607
F0002611/2026,Abono orgánico NPK de origen animal y vegetal,FERTIAVIC,"BASCULANTES ESPECIALES, S.L.",17/06/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2611
F0002617/2026,Abono órgano-mineral NK líquido,VITAL BLUE CAÑONAZO,"ALFA Y OMEGA CONSULTING, S.L.",12/04/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2617
F0002619/2026,Abono órgano-mineral nitrogenado líquido,INYECT-POWER N,"NUTRIENTES FOLIARES, S.A.",21/04/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2619
F0002620/2026,Abono órgano-mineral NPK líquido,INYECT - POWER TOTAL,"NUTRIENTES FOLIARES, S.A.",25/04/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2620
F0002621/2026,Abono orgánico NK líquido de origen vegetal,INYECT - POWER ECO,"NUTRIENTES FOLIARES, S.A.",02/06/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2621
F0002622/2026,Enmienda orgánica Vermicompost,SUELO FERTIL,"SUELO VIVO, S.L.",21/04/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2622
F0002623/2026,Enmienda orgánica húmica,AGRIMARTIN   FE  BIOLOGICO POLVO,"FERTINAGRO BIOTECH, S.L.",14/04/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2623
F0002624/2026,Enmienda orgánica húmica,AGRIORGAN POLVO,"FERTIUM MAXIMA, S.L.",14/04/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2624
F0002625/2026,Enmienda orgánica húmica,AGRIORGAN PELLET,"FERTIUM MAXIMA, S.L.",26/04/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2625
F0002627/2026,Enmienda orgánica húmica,FEM DE SAC POLVO,"FERTINAGRO BIOTECH, S.L.",14/04/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2627
F0002628/2026,Enmienda orgánica húmica,AGRIMARTIN FE BIOLOGICO PELLET,"FERTINAGRO BIOTECH, S.L.",14/04/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2628
F0002635/2026,Enmienda orgánica Vermicompost,HUMUS DE LOMBRIZ LOMBRINOJOS,ESTHER MARIA DOMINGUEZ CALVENTE,20/05/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2635
F0002638/2026,Abono orgánico nitrogenado de origen animal,DIX ,"AGROTECNOLOGÍAS NATURALES, S.L.U. (ATENS, S.L.)",02/06/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2638
F0002639/2026,Abono órgano-mineral Pk líquido,AUXICE MAX,"CAM-FERTI, S.L.",20/06/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2639
F0002640/2026,Abono órgano-mineral NPK con lignito o leonardita,LABINOR 4-6-12,"PRODUCTOS AGRICOLAS MACASA, S.L.",23/09/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2640
F0002647/2026,Enmienda orgánica Compost de estiércol,NATURGAN 545,LABORATORIOS ECONATUR S.L.,19/07/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2647
F0002656/2026,Abono orgánico NK líquido de origen vegetal,ENOUGH GREEN,INGENIERIA GESAGRO HIDRO SL,26/04/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2656
F0002657/2026,Abono órgano-mineral NK con lignito o leonardita,GROWEL ,"COMERCIAL QUÍMICA MASSÓ, S.A.",17/06/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2657
F0002658/2026,Abono orgánico NPK de origen animal y vegetal,NATURGAN ACTIVA,LABORATORIOS ECONATUR S.L.,24/08/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2658
F0002659/2026,Abono órgano-mineral nitrogenado líquido,NITROPLUS-35,"CODISA DICAHER, S.L.",13/06/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2659
F0002660/2026,Abono órgano-mineral nitrogenado líquido,ORGAFER-N,"AGROQUIMICOS MELIANA, S.L.",31/05/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2660
F0002661/2026,Abono orgánico NK líquido de origen vegetal,MOLE-NK,"HORTICALIA PARTNERS, S.L.",31/05/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2661
F0002662/2026,Abono orgánico NK líquido de origen vegetal,GREENORGANIC,"EXPLOTACIONES MUNDO ECOLÓGICO, S.L.",24/05/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2662
F0002663/2026,Abono orgánico NK líquido de origen vegetal,TERRAORGANIC,"EXPLOTACIONES MUNDO ECOLÓGICO, S.L.",24/05/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2663
F0002673/2026,Abono órgano-mineral NPK,ORGANIA REVITASOIL 38,"FERTINAGRO BIOTECH, S.L.",02/06/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2673
F0002674/2026,Abono órgano-mineral NPK,ORGANIA REVITASOIL 54,"FERTINAGRO BIOTECH, S.L.",02/06/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2674
F0002675/2026,Abono órgano-mineral NPK,ORGANIA REVITASOIL 30 cs,"FERTINAGRO BIOTECH, S.L.",02/06/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2675
F0002676/2026,Abono órgano-mineral NPK,ORGANIA REVITASOIL 30 cs FRUITS,"FERTINAGRO BIOTECH, S.L.",02/06/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2676
F0002677/2026,Abono orgánico NK líquido de origen vegetal,GLYBET,"JILOCA INDUSTRIAL, S.A.",31/05/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2677
F0002678/2026,Enmienda orgánica húmica,HUMIVITA PLUS GR,"JILOCA INDUSTRIAL, S.A.",24/05/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2678
F0002679/2026,Enmienda orgánica húmica,HUMIVITA PLUS,"JILOCA INDUSTRIAL, S.A.",24/05/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2679
F0002680/2026,Abono órgano-mineral NK líquido,ORGANIHUM ANTISALINO,LABORATORIOS ECONATUR S.L.,26/09/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2680
F0002681/2026,Abono órgano-mineral NK líquido,HEFE PLUS,"ESTABLECIMIENTOS HEFE, S.L.",14/10/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2681
F0002687/2026,Abono órgano-mineral NK líquido,LOMBRICO MOL-75,"ALFREDO IÑESTA, S.L.",13/06/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2687
F0002688/2026,Abono orgánico NK líquido de origen vegetal,IDAI LIQUIORGAN,"IDAI NATURE, S.L.",13/06/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2688
F0002689/2026,Enmienda orgánica Compost,COMPOST DE ALGAS,"ECOCELTA GALICIA,S.L.",19/09/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2689
F0002691/2026,Enmienda orgánica Compost de estiércol,NATURGAN MICROACTIV,LABORATORIOS ECONATUR S.L.,20/09/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2691
F0002692/2026,Enmienda orgánica Compost,EQUIVIDA,"REDONDO IZAL, S.L.",29/06/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2692
F0002693/2026,Enmienda orgánica Compost,REGENERA,"REDONDO IZAL, S.L.",29/06/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2693
F0002695/2026,Abono órgano-mineral Pk líquido,VIVEMA,"GREEN HAS IBERIA, S.L.",25/11/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2695
F0002696/2026,Enmienda orgánica húmica,GESEM02,"GESTIÓN MARACANÁ GALICIA, S.L. (GESMAGA, S.L.)",08/07/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2696
F0002698/2026,Abono orgánico NK líquido de origen vegetal,LOMBRICO 24 AH,"ALFREDO IÑESTA, S.L.",14/06/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2698
F0002699/2026,Abono órgano-mineral nitrogenado líquido,ORGANIHUM ANTISALINO 120,LABORATORIOS ECONATUR S.L.,26/09/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2699
F0002474/2025,Abono orgánico NK líquido de origen vegetal,ORGAN-L,"CAM-FERTI, S.L.",06/10/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2700
F0002545/2025,Abono orgánico NK líquido de origen vegetal,ORGANFER,"CAM-FERTI, S.L.",18/12/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2701
F0002546/2026,Abono orgánico NK líquido de origen vegetal,VERDIFER ECO-50,"CAM-FERTI, S.L.",14/01/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2702
F0002704/2026,Abono orgánico NK líquido de origen vegetal,BACHUMUS ECO,"TRATAMIENTOS BIOECOLOGICOS, S.A.",22/06/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2704
F0002705/2026,Enmienda orgánica Compost,FERTICOMPO STAR,"NAT COMPO, S.L.",22/09/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2705
F0002263/2024,Abono orgánico NK líquido de origen vegetal,NEVAGREN,NEVIAN FERTILIZANTES S.L.,24/09/2014,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2706
F0002712/2026,Abono orgánico NK líquido de origen vegetal,FULVIC NATURE,ADLER AGRO S.L.U.,08/07/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2712
F0000271/2026,Enmienda orgánica húmica,FEMABON SUPER CHERRY PE,"INDUSTRIAS FERTILIZANTES ORGÁNICAS, S.A.",05/05/2006,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2716
F0002731/2026,Enmienda orgánica húmica,LA GALOCHA X ECO,"TRANSPORTES TORNÉ, S.L.",26/07/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2731
F0002735/2026,Abono orgánico NK líquido de origen vegetal,ORGANCAB - K,"BIOCONSULTNG AND AGRICULTURE BUSINESS, S.L.",17/06/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2735
F0002738/2026,Enmienda orgánica húmica,FERDISAN,"RECICLAJES DIAZ SÁNCHEZ, S.L.",23/11/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2738
F0002741/2026,Abono órgano-mineral NK líquido,MARIA GREEN HUANO,"TECNICAS EUROPEAS EN CULTIVOS AGRICOLAS, S.L.",14/06/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2741
F0002746/2026,Enmienda orgánica húmica,GEPAVIT FEM BIOLOGICO POLVO,"FERTINAGRO BIOTECH, S.L.",20/07/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2746
F0002747/2026,Enmienda orgánica húmica,GEPAVIT FEM BIOLOGICO PELLET,"FERTINAGRO BIOTECH, S.L.",20/07/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2747
F0002750/2026,Enmienda orgánica húmica,GALLINAZA AGRIMARTIN POLVO,"FERTINAGRO BIOTECH, S.L.",27/06/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2750
F0002751/2026,Enmienda orgánica húmica,GALLINAZA AGRIMARTIN PELLET,"FERTINAGRO BIOTECH, S.L.",27/06/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2751
F0002756/2026,Abono orgánico NK líquido de origen vegetal,FERTICOL ORGANIC,"AGROSAFOR, S.L.",08/07/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2756
F0002762/2026,Enmienda orgánica Turba herbácea,TURBA PLANT GR,"INDUSTRIAS FERTILIZANTES ORGÁNICAS, S.A.",14/10/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2762
F0002763/2026,Enmienda orgánica Turba herbácea,TURBA PLANT PE,"INDUSTRIAS FERTILIZANTES ORGÁNICAS, S.A.",14/10/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2763
F0002768/2026,Enmienda orgánica húmica,FEMABON SUPER CHERRY GR,"INDUSTRIAS FERTILIZANTES ORGÁNICAS, S.A.",14/10/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2768
F0002769/2026,Enmienda orgánica húmica,FEMABON SUPER CHERRY PE,"INDUSTRIAS FERTILIZANTES ORGÁNICAS, S.A.",14/10/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2769
F0002770/2026,Enmienda orgánica húmica,FEMABON SUPER CHERRY,"INDUSTRIAS FERTILIZANTES ORGÁNICAS, S.A.",05/10/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2770
F0002783/2026,Enmienda orgánica Compost de estiércol,ECOFEM SUPER,"TIMAC AGRO ESPAÑA, S.A.",19/07/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2783
F0002785/2026,Abono orgánico NPK de origen animal,ABONLIR K,"SLIR, S.L.",15/11/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2785
F0002786/2026,Abono orgánico NPK de origen animal y vegetal,NITRO-ORGAN ,"SLIR, S.L.",15/11/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2786
F0002787/2026,Abono orgánico NPK de origen animal y vegetal,AVIMANURE,"SLIR, S.L.",15/11/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2787
F0002473/2025,Abono orgánico NK líquido de origen vegetal,AZAFOL ORGANIC PLUS,"CAM-FERTI, S.L.",06/10/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2791
F0002448/2025,Abono orgánico NK líquido de origen vegetal,FLUIDOGAMA,"SLIR, S.L.",30/06/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2792
F0000303/2026,Abono órgano-mineral NPK con lignito o leonardita,AZELAI 10-5-7s,"QUIMICAS MERISTEM,S.L.",23/06/2006,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2796
F0000157/2026,Abono orgánico nitrogenado de origen vegetal,GREENSTIM,"COMERCIAL QUÍMICA MASSÓ, S.A.",29/05/2006,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2801
F0002809/2026,Abono orgánico NK líquido de origen vegetal,TERRA ACTIVA,"BH TERRA, S.L.U.",18/11/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2809
F0002812/2026,Abono orgánico NPK de origen animal y vegetal,OSCAORG,OSCAFOS S.C.,11/10/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2812
F0002816/2026,Enmienda orgánica húmica,GESEM03,"GESTIÓN MARACANÁ GALICIA, S.L. (GESMAGA, S.L.)",04/10/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2816
F0002817/2026,Abono orgánico NK líquido de origen vegetal,BIOPLANT,JESUS PEDRO DOMINGO MARTIN,21/11/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2817
F0002819/2026,Enmienda orgánica Compost,ABOMONTE,MONTECARRILLO S.L.,28/11/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2819
F0000319/2026,Abono órgano-mineral NK líquido,DISAFUL,"CODISA DICAHER, S.L.",25/09/2006,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2827
F0000292/2027,Abono órgano-mineral NPK con lignito o leonardita,FERTICESPED 9-4-9,"PRODUCTOS AGRICOLAS MACASA, S.L.",29/05/2006,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2835
F0000309/2026,Abono orgánico NPK de origen animal y vegetal,ABONLIR,"SLIR, S.L.",17/07/2006,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2836
F0000311/2026,Abono orgánico NPK de origen animal y vegetal,ABONLIR PLUS,"SLIR, S.L.",18/07/2006,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2837
F0002838/2026,Abono orgánico NK líquido de origen vegetal,HEROFULVAT,"HEROGRA ESPECIALES, S.L.",26/09/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2838
F0002839/2026,Abono orgánico NK líquido de origen vegetal,FULVINOVA,"HEROGRA ESPECIALES, S.L.",26/09/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2839
F0002840/2026,Abono orgánico NK líquido de origen vegetal,XILAMIN PLUS,"HEROGRA ESPECIALES, S.L.",26/09/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2840
F0002841/2026,Abono orgánico NK líquido de origen vegetal,CARBTAR,"HEROGRA ESPECIALES, S.L.",26/09/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2841
F0002842/2026,Abono orgánico NK líquido de origen vegetal,FULVIC-CHEMIC,"HEROGRA ESPECIALES, S.L.",26/09/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2842
F0002843/2026,Abono órgano-mineral NPK,FERTINUT 7-5-9,ABONOS ORGANICOS LV SOC. COOP. DE CLM,14/10/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2843
F0002223/2024,Abono orgánico NK líquido de origen vegetal,ORGAN-NUT,"HEROGRA ESPECIALES, S.L.",30/07/2014,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2845
F0002861/2026,Abono orgánico nitrogenado de origen animal y vegetal,NITROFERTI,"TECNOLOGIA INDUSTRIAL DEL RECICLAJE IB, S.L.U.",20/12/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2861
F0002862/2026,Abono orgánico NK líquido de origen vegetal,NAVIA VEGETAL,"GREEN VALLEY AGRO, S.L.U.",03/11/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2862
F0002864/2026,Abono orgánico NK líquido de origen vegetal,MAJALTERRA,"GREEN VALLEY AGRO, S.L.U.",03/11/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2864
F0002866/2027,Abono orgánico NPK de origen animal y vegetal,ORGAVEG +,"NUEVAS TECNOLOGIAS AGRICOLAS, S.L.",04/04/2017,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2866
F0002871/2026,Enmienda orgánica húmica,LA GALOCHA X,"TRANSPORTES TORNÉ, S.L.",28/11/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2871
F0002872/2027,Enmienda orgánica Compost de estiércol,ESTIERCOL NATURAL HORTICAMPO 15,"HORTICAMPO, S.L.",02/02/2017,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2872
F0002874/2027,Enmienda orgánica Vermicompost,VERMIGADES HUMUS DE LOMBRIZ,"VERMIGADES, S.L.",09/05/2017,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2874
F0002879/2027,Abono orgánico NK líquido de origen vegetal,BRYO EXTRA NUTRITION,"ATTITUDE PRODUCTIONS, S.L.",22/02/2017,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2879
F0002880/2027,Abono orgánico NK líquido de origen vegetal,BIONA ORGANIC,"BIOINSECTICIDAS NATURALES, S.L.",08/02/2017,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2880
F0002881/2027,Abono orgánico NK líquido de origen vegetal,BIONA ORGANIC ULTRA,"BIOINSECTICIDAS NATURALES, S.L.",08/02/2017,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2881
F0002882/2027,Abono orgánico NK líquido de origen vegetal,NACRE BLOOM,"ATTITUDE PRODUCTIONS, S.L.",22/02/2017,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2882
F0002887/2027,Abono órgano-mineral nitrogenado líquido,AGRIFUL CALCIO,"AGRITECNO FERTILIZANTES, S.L.",21/06/2017,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2887
