Código,Tipo,Nombre comercial,Fabricante,F. de registro,Url,Composition
F0002334/2025,Enmienda orgánica húmica,EOH,"DESARROLLOS AGROQUIMICOS, S.A. (DASA)",08/04/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2334,"3,7% Potasio (K)"
F0002344/2025,Abono órgano-mineral NP líquido,VERDIBERIA NP LÍQUIDO,"VERDIBERIA AQUALAB, S.L.",10/02/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2344,"2,0-10,0% Nitrógeno (N)"
F0002346/2025,Abono orgánico NK líquido de origen vegetal,KLOVER ORGANIC,"CAM-FERTI, S.L.",03/03/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2346,"3,2% Nitrógeno (N); 3,1% Potasio (K)"
F0002347/2025,Abono orgánico NK líquido de origen vegetal,FLUISOL ORGANIC,"CAM-FERTI, S.L.",03/03/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2347,"3,2% Nitrógeno (N); 3,1% Potasio (K)"
F0002349/2025,Abono orgánico NPK de origen animal y vegetal,ECOPLUS LV POLVO,ABONOS ORGANICOS LV SOC. COOP. DE CLM,19/05/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2349,"3,4-5,2% Nitrógeno (N); 3,4-5,2% Fósforo (P); 3,4-5,2% Potasio (K); 1,0-1,7% Boro (B); 1,2-2,1% Hierro (Fe); 0,07-0,13% Cinc (Zn)"
F0002351/2025,Abono orgánico nitrogenado de origen vegetal,HORTASTIM,"CROPFUTURA, S.L.",05/03/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2351,"11,9% Nitrógeno (N); 0,0-1,0% Boro (B)"
F0002352/2025,Abono orgánico nitrogenado de origen vegetal,FLOWERSTIM,"CROPFUTURA, S.L.",05/03/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2352,"11,9% Nitrógeno (N); 0,0-1,0% Boro (B)"
F0002353/2025,Abono orgánico nitrogenado de origen vegetal,STIMSET,"CROPFUTURA, S.L.",05/03/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2353,"11,9% Nitrógeno (N); 0,0-1,0% Boro (B)"
F0002354/2025,Compost de alperujo,COMPODELPA,"AGRODELPA, S.L.",03/03/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2354,"1,6% Nitrógeno (N); 0,4% Fósforo (P); 1,6% Potasio (K)"
F0002357/2025,Enmienda orgánica Compost,COMPOST NATURA,"GONZÁLEZ COUCEIRO, S.L.U.",15/04/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2357,"1,6-2,5% Nitrógeno (N); 1,1-1,7% Fósforo (P); 0,9-1,4% Potasio (K)"
F0002361/2025,Enmienda orgánica Compost de estiércol,ESTERCOL,"SLIR, S.L.",25/05/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2361,"1,8% Nitrógeno (N); 2,4% Fósforo (P); 1,1% Potasio (K)"
F0002362/2025,Abono órgano-mineral Pk líquido,ACTIFOL,"NUTRIENTES FOLIARES, S.A.",12/05/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2362,
F0002363/2025,Enmienda orgánica Compost,COMPOST COGERSA AERO,"COMPAÑIA PARA LA GESTIÓN DE RESIDUOS SÓLIDOS EN ASTURIAS,S.A.(COGERSA S.A.U.)",15/04/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2363,"1,9-3,9% Nitrógeno (N); 1,3-6,9% Fósforo (P)"
F0002367/2025,Abono orgánico NPK de origen animal,ORGAMPLUS,DANIEL GARRIDO GARCIA,10/06/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2367,"2,7% Nitrógeno (N); 1,8% Fósforo (P); 2,3% Potasio (K); 0,01% Cobre (Cu); 0,63% Hierro (Fe); 0,02% Manganeso (Mn); 0,02% Cinc (Zn)"
F0002372/2025,Enmienda orgánica húmica,PURO ESTIERCOL,"PRAGIMED, S.L.",22/04/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2372,"2,3% Fósforo (P); 3,2% Potasio (K)"
F0002377/2025,Abono órgano-mineral NPK,FERTILONE 8-8-14,"FERTIGAMA, S.L.",23/04/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2377,"8,0% Nitrógeno (N)"
F0002378/2025,Abono órgano-mineral NPK,FERTILONE 6.5.11,"FERTIGAMA, S.L.",23/04/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2378,"6,0% Nitrógeno (N)"
F0002380/2025,Abono órgano-mineral NPK,FERTILONE 8.10.8,"FERTIGAMA, S.L.",23/04/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2380,"8,0% Nitrógeno (N)"
F0002381/2025,Abono órgano-mineral NPK,FERTILONE 4.8.14,"FERTIGAMA, S.L.",23/04/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2381,"4,0% Nitrógeno (N)"
F0002383/2025,Abono órgano-mineral NK,Ferti-KAL ,"IDAI NATURE, S.L.",07/04/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2383,"4,0% Nitrógeno (N); 2,6% Fósforo (P)"
F0002397/2025,Abono órgano-mineral NK líquido,ANTISAL RAICES,"ALFREDO IÑESTA, S.L.",11/06/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2397,"6,5-8,0% Nitrógeno (N)"
F0002404/2025,Abono órgano-mineral NK líquido,TECSOIL GOLD,IBERFOL S.L.,27/07/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2404,"2,0-3,0% Nitrógeno (N); 1,0-2,0% Hierro (Fe)"
F0002405/2025,Abono órgano-mineral NK líquido,TECSOIL,IBERFOL S.L.,27/07/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2405,"2,0-3,0% Nitrógeno (N)"
F0002406/2025,Abono órgano-mineral NPK,F-Kal 8-3-3,"IDAI NATURE, S.L.",08/04/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2406,"8,0% Nitrógeno (N)"
F0002407/2025,Abono orgánico NPK de origen animal,F-Kal 4-3-3,"IDAI NATURE, S.L.",08/04/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2407,"4,0% Nitrógeno (N); 3,0% Fósforo (P); 3,0% Potasio (K)"
F0002408/2025,Abono orgánico NK líquido de origen vegetal,OURSOL,"OUR AGRO, S.L.",28/05/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2408,"2,0-3,0% Nitrógeno (N); 3,0-4,5% Potasio (K)"
F0002409/2025,Abono orgánico NK líquido de origen vegetal,SOLYDIA,"OUR AGRO, S.L.",28/05/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2409,"2,0-3,0% Nitrógeno (N); 3,0-4,5% Potasio (K)"
F0002416/2025,Enmienda orgánica húmica,BIOFERT-IB,"TECNOLOGIA INDUSTRIAL DEL RECICLAJE IB, S.L.U.",27/05/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2416,"1,3-3,5% Fósforo (P); 1,3-3,5% Potasio (K)"
F0002417/2025,Abono orgánico NPK de origen animal y vegetal,OMS COMPOST FERTILITZANT,"GRANJA OMS, SCP",16/06/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2417,"1,5-2,5% Nitrógeno (N); 1,0-2,0% Fósforo (P); 1,5-4,0% Potasio (K)"
F0002418/2025,Abono órgano-mineral nitrogenado líquido,ILSADRIP ES EXTRA,DISTRIBUCIÓN DE PRODUCTOS SOSTENIBLES PARA LA AGRICULTURA S.L. (AGROECOLOGY S.L.),15/09/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2418,"9,0-10,3% Nitrógeno (N)"
F0002420/2025,Abono órgano-mineral NPK,AGROTHAME ORGANITE AGRO,"AGROAMB PRODALT, S.L.",07/07/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2420,"3,0-10,0% Nitrógeno (N)"
F0002421/2025,Abono órgano-mineral NPK,AGROTHAME ORGANITE SULFAGRO,"AGROAMB PRODALT, S.L.",07/07/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2421,"3,0-10,0% Nitrógeno (N)"
F0002422/2025,Enmienda orgánica húmica,AGROTHAME ORGANITE HUMOST,"AGROAMB PRODALT, S.L.",07/07/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2422,
F0002425/2025,Enmienda orgánica Vermicompost,HUMUS HERMANOS GIL,JOSE MANUEL GIL CAMPOS,30/06/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2425,"1,8% Nitrógeno (N); 1,2% Fósforo (P)"
F0002431/2025,Abono órgano-mineral NK,GESMIN01,"GESTIÓN MARACANÁ GALICIA, S.L. (GESMAGA, S.L.)",11/06/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2431,"2,0-8,0% Nitrógeno (N); 0,3-3,0% Fósforo (P)"
F0002432/2025,Abono órgano-mineral NK líquido,OURSOL NITRO,"OUR AGRO, S.L.",28/07/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2432,"10,1-12,5% Nitrógeno (N)"
F0002433/2025,Enmienda orgánica Compost,COMPOST VINTENA,"DEPURACIÓN DE AGUAS DEL MEDITERRANEO, S.L.",11/06/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2433,"1,9% Nitrógeno (N); 1,2% Fósforo (P); 1,1% Potasio (K)"
F0002443/2025,Enmienda orgánica Vermicompost,VERMIZONE,MAURICIO IVÁN MARTÍNEZ FERNÁNDEZ,17/07/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2443,"1,6-5,0% Nitrógeno (N); 0,5-4,5% Fósforo (P); 0,1-3,0% Potasio (K)"
F0002445/2025,Enmienda orgánica Compost de estiércol,AVIFER,RECIMAN SOC. COOP.,31/07/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2445,"3,1% Nitrógeno (N); 1,5% Potasio (K)"
F0002451/2025,Abono orgánico NPK de origen animal y vegetal,OrgaFertis,TRADE CORPORATION INTERNATIONAL S.A.U.,07/07/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2451,"2,7% Nitrógeno (N); 2,8% Fósforo (P); 3,0% Potasio (K); 0,16% Hierro (Fe); 0,03% Manganeso (Mn)"
F0002454/2025,Abono orgánico nitrogenado de origen vegetal,MARLOX GB,"BC FERTILIS, S.L.",22/09/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2454,"11,6% Nitrógeno (N)"
F0002455/2025,Abono órgano-mineral Pk líquido,NEMAKEY,"INTERJOSPAL, S.L.",01/10/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2455,"2,6% Nitrógeno (N)"
F0002456/2025,Enmienda orgánica húmica,NATURAL - SD,DESARROLLO AGRÍCOLA Y MINERO S.A. (DAYMSA),02/07/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2456,"1,0% Nitrógeno (N); 1,0% Fósforo (P); 2,0% Potasio (K)"
F0002460/2025,Abono orgánico NK líquido de origen vegetal,GARAFERT ORGANIC,"CANARIAS EXPLOSIVOS, S.A.",25/09/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2460,"2,0-4,0% Nitrógeno (N); 3,0-9,0% Potasio (K)"
F0002461/2025,Enmienda orgánica Compost,ABONO VIVO,APAYCACHANA - 6  S.L.,21/09/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2461,"2,0% Nitrógeno (N); 1,7% Fósforo (P); 1,1% Potasio (K)"
F0002464/2025,Abono órgano-mineral NK líquido,STIMULATE L,"FERTIVEG AGRI, S.L.",10/11/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2464,"2,0% Nitrógeno (N)"
F0002465/2025,Abono orgánico NPK de origen animal y vegetal,FERTIB,"TECNOLOGIA INDUSTRIAL DEL RECICLAJE IB, S.L.U.",25/09/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2465,"1,4-4,0% Nitrógeno (N); 1,0-3,5% Fósforo (P); 1,0-3,5% Potasio (K)"
F0002468/2025,Abono orgánico NK líquido de origen vegetal,EBG Fert,"EUROBIOGLOBAL, S.L.",31/07/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2468,"4,5% Nitrógeno (N); 3,1% Potasio (K)"
F0002469/2025,Enmienda orgánica Compost,ABORSUR 2,ABONOS ORGÁNICOS DEL SUR,01/10/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2469,"1,2% Nitrógeno (N); 1,1% Fósforo (P); 2,3% Potasio (K); 0,01% Boro (B)"
F0002470/2025,Abono órgano-mineral Pk líquido,COMPLEJO ORGÁNICO,"PRODUCTOS ORGANICOS NATURALES, S.L.",23/11/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2470,
F0002471/2025,Abono órgano-mineral Pk líquido,HORTILAN-L,"PRODUCTOS ORGANICOS NATURALES, S.L.",23/11/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2471,
F0002475/2025,Abono órgano-mineral NP,GESMIN02,"GESTIÓN MARACANÁ GALICIA, S.L. (GESMAGA, S.L.)",25/09/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2475,"2,0-8,0% Nitrógeno (N); 0,3-3,0% Potasio (K)"
F0002476/2025,Abono órgano-mineral NK,GESMIN03,"GESTIÓN MARACANÁ GALICIA, S.L. (GESMAGA, S.L.)",25/09/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2476,"2,0-8,0% Nitrógeno (N); 0,3-3,0% Fósforo (P)"
F0002477/2025,Abono órgano-mineral NK líquido,ABONO MEZCLA ORGANO-MINERAL LIQUIDO NK 2-4 CON HIERRO (Fe) MANGANESO (Mn) Y CINC (Zn) PEDRIN,"ORGANICOS PEDRIN, S.L",27/10/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2477,"2,0% Nitrógeno (N)"
F0002478/2025,Abono orgánico NPK de origen animal y vegetal,"ABONO ORGANICO NPK (Ca) 1,5-1-2 (2) MEZCLA DE ORIGEN ANIMAL Y VEGETAL SIRLEPUR","ORGANICOS PEDRIN, S.L",27/10/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2478,"1,5% Nitrógeno (N); 1,0% Fósforo (P); 2,0% Potasio (K)"
F0002484/2025,Abono orgánico NPK de origen animal,PROTOGALLIN,"FERTIGAMA, S.L.",19/10/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2484,"2,7-3,5% Nitrógeno (N); 2,4-3,6% Fósforo (P); 2,6-4,0% Potasio (K)"
F0002491/2026,Abono orgánico NK líquido de origen vegetal,STILO ORGANIK,"SIPCAM INAGRA, S.A.",26/01/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2491,"2,3% Nitrógeno (N); 3,8% Potasio (K)"
F0002492/2025,Abono orgánico NPK de origen animal y vegetal,DUETTO 4-4-4,"AGROTECNOLOGÍAS NATURALES, S.L.U. (ATENS, S.L.)",10/11/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2492,"4,0% Nitrógeno (N); 4,0% Fósforo (P); 4,0% Potasio (K)"
F0002499/2026,Enmienda orgánica Compost de estiércol,AVIFER-ECO,RECIMAN SOC. COOP.,26/01/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2499,"3,3% Nitrógeno (N); 1,5% Potasio (K)"
F0002500/2025,Abono órgano-mineral NK líquido,MAXIVITAL,"BC FERTILIS, S.L.",23/12/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2500,"4,0% Nitrógeno (N)"
F0002501/2026,Abono órgano-mineral NPK líquido,P&G FLORACION,"PEAT MOSS, S.L.",15/01/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2501,"2,0% Nitrógeno (N)"
F0002502/2026,Abono órgano-mineral NPK líquido,P&G CRECIMIENTO,"PEAT MOSS, S.L.",15/01/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2502,"2,0% Nitrógeno (N)"
F0002503/2025,Abono órgano-mineral NP líquido,LOMBRICO REGENERADOR,"ALFREDO IÑESTA, S.L.",20/11/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2503,"4,5-6,0% Nitrógeno (N); 1,0-1,5% Potasio (K)"
F0002505/2025,Abono orgánico NK líquido de origen vegetal,ANDEX - ORGAN,JOSE MENDOZA BELTRAN,18/12/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2505,"2,0-4,0% Nitrógeno (N); 3,0-9,0% Potasio (K)"
F0002507/2025,Abono orgánico NK líquido de origen vegetal,EVO ECO,"TRATAMIENTOS BIOECOLOGICOS, S.A.",13/11/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2507,"2,2% Nitrógeno (N); 4,0% Potasio (K)"
F0002514/2025,Abono orgánico NK líquido de origen vegetal,ORGANILUQ,"LERIDA UNION QUIMICA, S.A. (LUQSA)",23/11/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2514,"2,2% Nitrógeno (N); 4,0% Potasio (K)"
F0002517/2026,Abono órgano-mineral NP líquido,AGRIFUL+,"AGRITECNO FERTILIZANTES, S.L.",26/01/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2517,"4,5% Nitrógeno (N)"
F0002522/2026,Enmienda orgánica húmica,KOMPOCHEM,"AGRICHEM, S.A.",05/04/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2522,"1,9% Fósforo (P); 1,7% Potasio (K)"
F0002524/2026,Enmienda orgánica húmica,VITALIA,"TIMAC AGRO ESPAÑA, S.A.",10/02/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2524,"3,1% Potasio (K)"
F0002538/2026,Enmienda orgánica húmica,FICOSTERRA-G,"HISPANAGAR, S.A.",10/02/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2538,
F0002543/2026,Enmienda orgánica Compost,COMPOST CONCA DE BARBERÁ,CONSELL COMARCAL DE LA CONCA DE BARBERÁ,27/01/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2543,"2,0% Nitrógeno (N); 2,1% Fósforo (P); 2,4% Potasio (K)"
F0002544/2025,Abono órgano-mineral PK,BEROMIN PROTEICO,"PRODUCTOS ORGANICOS NATURALES, S.L.",28/12/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2544,
F0002548/2026,Abono orgánico NPK de origen animal y vegetal,FERTIPLUS LV 3-3-3,ABONOS ORGANICOS LV SOC. COOP. DE CLM,14/01/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2548,"3,0% Nitrógeno (N); 3,0% Fósforo (P); 3,0% Potasio (K); 1,0-1,7% Boro (B); 1,2-2,1% Hierro (Fe); 0,07-0,12% Cinc (Zn)"
F0002549/2026,Abono órgano-mineral NK líquido,BIOBALANCE,IBERFOL S.L.,28/04/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2549,"2,0-3,0% Nitrógeno (N); 1,0-2,0% Hierro (Fe)"
F0002554/2026,Abono orgánico NK líquido de origen vegetal,EBG FERT MAX,"EUROBIOGLOBAL, S.L.",15/01/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2554,"5,2% Nitrógeno (N); 3,4% Potasio (K)"
F0002555/2026,Abono orgánico NPK de origen animal y vegetal,ECOPLUS LV 3-3-3,ABONOS ORGANICOS LV SOC. COOP. DE CLM,14/01/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2555,"3,0% Nitrógeno (N); 3,0% Fósforo (P); 3,0% Potasio (K); 1,0-1,7% Boro (B); 1,2-2,1% Hierro (Fe); 0,07-0,12% Cinc (Zn)"
F0002557/2026,Enmienda orgánica Compost,COMPOSTVO VALLES ORIENTAL,CONSORCI PER A LA GESTIÓ DELS RESIDUS DEL VALLÈS ORIENTAL,07/04/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2557,"1,9-2,7% Nitrógeno (N); 1,1-1,7% Fósforo (P)"
F0002569/2026,Abono orgánico NK líquido de origen vegetal,NUBI COMPLEX,"CROPCLEAN, S.L.",10/02/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2569,"5,2% Nitrógeno (N); 3,4% Potasio (K)"
F0002570/2026,Enmienda orgánica húmica,ENMIENDA HÚMICA ALGUEVA,"FERTERRA ALGUEVA, S.L.",19/02/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2570,"2,0-2,9% Fósforo (P); 2,5-3,1% Potasio (K)"
F0002572/2026,Abono órgano-mineral NK líquido,RIZORGANIC,"AGROGENIA, S.L.",07/03/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2572,"2,0-4,0% Nitrógeno (N); 0,015% Boro (B)"
F0002573/2026,Abono órgano-mineral NPK,FERTINUT 8-4-12,ABONOS ORGANICOS LV SOC. COOP. DE CLM,30/03/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2573,"8,0% Nitrógeno (N); 0,02-0,04% Cinc (Zn)"
F0002576/2026,Enmienda orgánica húmica,GESEM01,"GESTIÓN MARACANÁ GALICIA, S.L. (GESMAGA, S.L.)",21/04/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2576,"0,2-2,0% Fósforo (P); 0,1-2,0% Potasio (K)"
F0002579/2026,Abono órgano-mineral NPK,FERTINUT 10-10-10,ABONOS ORGANICOS LV SOC. COOP. DE CLM,30/03/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2579,"10,0% Nitrógeno (N)"
F0002580/2026,Abono orgánico NP de origen animal,FERTITOL FERTILIZER,"DEFEDER ALCOLEA, S.L.",07/03/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2580,"9,1% Nitrógeno (N); 5,5% Fósforo (P)"
F0002585/2026,Abono órgano-mineral NPK líquido,POWER BLOOM,"GROW SOLUTIONS, S.L.",25/04/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2585,"2,0% Nitrógeno (N)"
F0002586/2026,Abono órgano-mineral NPK líquido,POWER GROW,"GROW SOLUTIONS, S.L.",30/03/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2586,"2,0% Nitrógeno (N)"
F0002588/2026,Abono orgánico NK líquido de origen vegetal,PROSAN ORGANIC PLUS,"2013 GRA, S.L.",10/02/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2588,"5,2% Nitrógeno (N); 3,4% Potasio (K)"
F0002589/2026,Abono orgánico NK líquido de origen vegetal,SAXARUM COMPLEX,ANTONIO FUENTES PEREZ,14/04/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2589,"2,0-4,0% Nitrógeno (N); 3,0-9,0% Potasio (K)"
F0002596/2026,Abono orgánico NK líquido de origen vegetal,HUMI-ORGANIC 40,"AGROFERTI TRACTAMENTS I SERVEIS, S.L.",02/03/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2596,"2,0-4,0% Nitrógeno (N); 3,0-9,0% Potasio (K)"
F0002602/2026,Abono orgánico NK líquido de origen vegetal,OLE,"ALFA Y OMEGA CONSULTING, S.L.",01/04/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2602,"2,0-4,0% Nitrógeno (N); 3,0-9,0% Potasio (K)"
F0002603/2026,Abono orgánico NK líquido de origen vegetal,VITAL BLUE CHUPINAZO,"ALFA Y OMEGA CONSULTING, S.L.",01/04/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2603,"2,0-4,0% Nitrógeno (N); 3,0-9,0% Potasio (K)"
F0002604/2026,Abono orgánico nitrogenado de origen vegetal,BIOFENCE,"MIP SYSTEM AGRO, S.L.",12/04/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2604,"6,2% Nitrógeno (N); 1,6% Fósforo (P); 1,6% Potasio (K)"
F0002605/2026,Abono orgánico NPK de origen animal y vegetal,AVIFERTI,"ECOCELTA GALICIA,S.L.",08/04/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2605,"2,3-4,3% Nitrógeno (N); 1,0-2,5% Fósforo (P); 1,0-2,5% Potasio (K)"
F0002606/2026,Abono orgánico NPK de origen animal y vegetal,AVIFERTI + GRANULADO,"ECOCELTA GALICIA,S.L.",22/04/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2606,"3,2-4,3% Nitrógeno (N); 1,0-2,5% Fósforo (P); 1,0-2,5% Potasio (K)"
F0002607/2026,Abono orgánico NPK de origen animal y vegetal,ABONO ORGANICO PELETIZADO,"ECOCELTA GALICIA,S.L.",08/04/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2607,"3,2-4,3% Nitrógeno (N); 1,0-2,5% Fósforo (P); 1,0-2,5% Potasio (K)"
F0002611/2026,Abono orgánico NPK de origen animal y vegetal,FERTIAVIC,"BASCULANTES ESPECIALES, S.L.",17/06/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2611,"2,6% Nitrógeno (N); 2,5% Fósforo (P); 1,7% Potasio (K)"
F0002617/2026,Abono órgano-mineral NK líquido,VITAL BLUE CAÑONAZO,"ALFA Y OMEGA CONSULTING, S.L.",12/04/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2617,"6,0-7,0% Nitrógeno (N)"
F0002619/2026,Abono órgano-mineral nitrogenado líquido,INYECT-POWER N,"NUTRIENTES FOLIARES, S.A.",21/04/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=2619,"18,0% Nitrógeno (N)"
